Production Scheme Code,Production Scheme Line No_,Production Phase,No_ of Days,Period No_
BN-1GALVIG-MAR-LPT,"10,000",GROW,21.00,37
BN-1GALVIG-MAR-LPT,"30,000",SPACE,28.00,1
BN-1GALVIG-MAR-LPT,"30,000",SPACE,21.00,15
BN-1GALVIG-MAR-LPT,"30,000",SPACE,28.00,42
BN-1GALVIG-MAR-LSP,"10,000",GROW,49.00,1
BN-1GALVIG-MAR-LSP,"10,000",GROW,42.00,15
BN-1GALVIG-MAR-LSP,"10,000",GROW,35.00,23
BN-1GALVIG-MAR-LSP,"10,000",GROW,42.00,37
BN-1GALVIG-MAR-LSP,"10,000",GROW,49.00,42
BN-1GALVIG-MAR-MPT,"10,000",GROW,21.00,1
BN-1GALVIG-MAR-MPT,"10,000",GROW,14.00,15
BN-1GALVIG-MAR-MPT,"10,000",GROW,21.00,42
BN-1GALVIG-MAR-MPT,"30,000",SPACE,21.00,1
BN-1GALVIG-MAR-MSP,"10,000",GROW,42.00,1
BN-1GALVIG-MAR-MSP,"10,000",GROW,35.00,15
BN-1GALVIG-MAR-MSP,"10,000",GROW,42.00,42
BN-1GALVIG-MAR-SPT,"10,000",GROW,14.00,1
BN-1GALVIG-MAR-SPT,"10,000",GROW,21.00,15
BN-1GALVIG-MAR-SPT,"10,000",GROW,14.00,23
BN-1GALVIG-MAR-SPT,"30,000",SPACE,21.00,1
BN-1GALVIG-MAR-SPT,"30,000",SPACE,14.00,15
BN-1GALVIG-MAR-SPT,"30,000",SPACE,21.00,23
BN-1GALVIG-MAR-SSP,"10,000",GROW,35.00,1
BN-1GALVIG-OST-LSP,"10,000",GROW,98.00,1
BN-1GALVIG-OST-LSP,"10,000",GROW,91.00,15
BN-1GALVIG-OST-LSP,"10,000",GROW,84.00,18
BN-1GALVIG-OST-LSP,"10,000",GROW,77.00,21
BN-1GALVIG-OST-LSP,"10,000",GROW,70.00,22
BN-1GALVIG-OST-LSP,"10,000",GROW,63.00,24
BN-1GALVIG-OST-LSP,"10,000",GROW,70.00,40
BN-1GALVIG-OST-LSP,"10,000",GROW,77.00,43
BN-1GALVIG-OST-LSP,"10,000",GROW,84.00,45
BN-1GALVIG-OST-LSP,"10,000",GROW,91.00,48
BN-1GALVIG-OST-MSP,"10,000",GROW,91.00,1
BN-1GALVIG-OST-MSP,"10,000",GROW,84.00,15
BN-1GALVIG-OST-MSP,"10,000",GROW,77.00,18
BN-1GALVIG-OST-MSP,"10,000",GROW,70.00,21
BN-1GALVIG-OST-MSP,"10,000",GROW,63.00,22
BN-1GALVIG-OST-MSP,"10,000",GROW,56.00,24
BN-1GALVIG-OST-MSP,"10,000",GROW,63.00,40
BN-1GALVIG-OST-MSP,"10,000",GROW,70.00,43
BN-1GALVIG-OST-MSP,"10,000",GROW,77.00,45
BN-1GALVIG-OST-MSP,"10,000",GROW,84.00,48
BN-1GALVIG-OST-SSP,"10,000",GROW,84.00,1
BN-1GALVIG-OST-SSP,"10,000",GROW,77.00,15
BN-1GALVIG-OST-SSP,"10,000",GROW,70.00,18
BN-1GALVIG-OST-SSP,"10,000",GROW,63.00,21
BN-1GALVIG-OST-SSP,"10,000",GROW,56.00,22
BN-1GALVIG-OST-SSP,"10,000",GROW,49.00,24
BN-1GALVIG-OST-SSP,"10,000",GROW,56.00,40
BN-1GALVIG-OST-SSP,"10,000",GROW,63.00,43
BN-1GALVIG-OST-SSP,"10,000",GROW,70.00,45
BN-1GALVIG-OST-SSP,"10,000",GROW,77.00,48
BN-1GALVIG-PAN-LPT,"10,000",GROW,21.00,1
BN-1GALVIG-PAN-LPT,"10,000",GROW,28.00,2
BN-1GALVIG-PAN-LPT,"10,000",GROW,21.00,13
BN-1GALVIG-PAN-LPT,"10,000",GROW,28.00,47
BN-1GALVIG-PAN-LPT,"10,000",GROW,21.00,49
BN-1GALVIG-PAN-LPT,"30,000",SPACE,49.00,1
BN-1GALVIG-PAN-LPT,"30,000",SPACE,42.00,9
BN-1GALVIG-PAN-LPT,"30,000",SPACE,35.00,17
BN-1GALVIG-PAN-LPT,"30,000",SPACE,28.00,21
BN-1GALVIG-PAN-LPT,"30,000",SPACE,21.00,24
BN-1GALVIG-PAN-LPT,"30,000",SPACE,28.00,37
BN-1GALVIG-PAN-LPT,"30,000",SPACE,35.00,42
BN-1GALVIG-PAN-LPT,"30,000",SPACE,42.00,45
BN-1GALVIG-PAN-LPT,"30,000",SPACE,49.00,49
BN-1GALVIG-PAN-LSP,"10,000",GROW,77.00,1
BN-1GALVIG-PAN-LSP,"10,000",GROW,70.00,9
BN-1GALVIG-PAN-LSP,"10,000",GROW,63.00,13
BN-1GALVIG-PAN-LSP,"10,000",GROW,56.00,17
BN-1GALVIG-PAN-LSP,"10,000",GROW,49.00,21
BN-1GALVIG-PAN-LSP,"10,000",GROW,42.00,24
BN-1GALVIG-PAN-LSP,"10,000",GROW,49.00,37
BN-1GALVIG-PAN-LSP,"10,000",GROW,56.00,42
BN-1GALVIG-PAN-LSP,"10,000",GROW,63.00,45
BN-1GALVIG-PAN-LSP,"10,000",GROW,70.00,47
BN-1GALVIG-PAN-LSP,"10,000",GROW,77.00,49
BN-1GALVIG-PAN-MPT,"10,000",GROW,28.00,1
BN-1GALVIG-PAN-MPT,"10,000",GROW,21.00,9
BN-1GALVIG-PAN-MPT,"10,000",GROW,28.00,49
BN-1GALVIG-PAN-MPT,"30,000",SPACE,42.00,1
BN-1GALVIG-PAN-MPT,"30,000",SPACE,35.00,13
BN-1GALVIG-PAN-MPT,"30,000",SPACE,28.00,17
BN-1GALVIG-PAN-MPT,"30,000",SPACE,21.00,24
BN-1GALVIG-PAN-MPT,"30,000",SPACE,28.00,37
BN-1GALVIG-PAN-MPT,"30,000",SPACE,35.00,45
BN-1GALVIG-PAN-MPT,"30,000",SPACE,42.00,47
BN-1GALVIG-PAN-MSP,"10,000",GROW,70.00,1
BN-1GALVIG-PAN-MSP,"10,000",GROW,63.00,9
BN-1GALVIG-PAN-MSP,"10,000",GROW,56.00,13
BN-1GALVIG-PAN-MSP,"10,000",GROW,49.00,17
BN-1GALVIG-PAN-MSP,"10,000",GROW,42.00,24
BN-1GALVIG-PAN-MSP,"10,000",GROW,49.00,37
BN-1GALVIG-PAN-MSP,"10,000",GROW,56.00,45
BN-1GALVIG-PAN-MSP,"10,000",GROW,63.00,47
BN-1GALVIG-PAN-MSP,"10,000",GROW,70.00,49
BN-1GALVIG-PAN-SPT,"10,000",GROW,21.00,1
BN-1GALVIG-PAN-SPT,"10,000",GROW,28.00,9
BN-1GALVIG-PAN-SPT,"10,000",GROW,21.00,13
BN-1GALVIG-PAN-SPT,"10,000",GROW,28.00,47
BN-1GALVIG-PAN-SPT,"10,000",GROW,21.00,49
BN-1GALVIG-PAN-SPT,"30,000",SPACE,42.00,1
BN-1GALVIG-PAN-SPT,"30,000",SPACE,28.00,9
BN-1GALVIG-PAN-SPT,"30,000",SPACE,21.00,24
BN-1GALVIG-PAN-SPT,"30,000",SPACE,28.00,37
BN-1GALVIG-PAN-SPT,"30,000",SPACE,42.00,49
BN-1GALVIG-PAN-SSP,"10,000",GROW,63.00,1
BN-1GALVIG-PAN-SSP,"10,000",GROW,56.00,9
BN-1GALVIG-PAN-SSP,"10,000",GROW,49.00,13
BN-1GALVIG-PAN-SSP,"10,000",GROW,42.00,24
BN-1GALVIG-PAN-SSP,"10,000",GROW,49.00,37
BN-1GALVIG-PAN-SSP,"10,000",GROW,56.00,47
BN-1GALVIG-PAN-SSP,"10,000",GROW,63.00,49
BN-1GALVIG-PEN-LPT,"10,000",GROW,21.00,1
BN-1GALVIG-PEN-LPT,"30,000",SPACE,49.00,1
BN-1GALVIG-PEN-LPT,"30,000",SPACE,42.00,15
BN-1GALVIG-PEN-LPT,"30,000",SPACE,35.00,21
BN-1GALVIG-PEN-LPT,"30,000",SPACE,42.00,40
BN-1GALVIG-PEN-LPT,"30,000",SPACE,49.00,43
BN-1GALVIG-PEN-LSP,"10,000",GROW,70.00,1
BN-1GALVIG-PEN-LSP,"10,000",GROW,63.00,15
BN-1GALVIG-PEN-LSP,"10,000",GROW,56.00,21
BN-1GALVIG-PEN-LSP,"10,000",GROW,63.00,40
BN-1GALVIG-PEN-LSP,"10,000",GROW,70.00,43
BN-1GALVIG-PEN-MPT,"10,000",GROW,21.00,1
BN-1GALVIG-PEN-MPT,"30,000",SPACE,42.00,1
BN-1GALVIG-PEN-MPT,"30,000",SPACE,35.00,15
BN-1GALVIG-PEN-MPT,"30,000",SPACE,42.00,43
BN-1GALVIG-PEN-MSP,"10,000",GROW,63.00,1
BN-1GALVIG-PEN-MSP,"10,000",GROW,56.00,15
BN-1GALVIG-PEN-MSP,"10,000",GROW,63.00,43
BN-1GALVIG-PEN-SPT,"10,000",GROW,21.00,1
BN-1GALVIG-PEN-SPT,"30,000",SPACE,35.00,1
BN-1GALVIG-PEN-SSP,"10,000",GROW,56.00,1
BN-1GALVIG-SAL-LPT,"10,000",GROW,21.00,1
BN-1GALVIG-SAL-LPT,"10,000",GROW,14.00,23
BN-1GALVIG-SAL-LPT,"10,000",GROW,21.00,35
BN-1GALVIG-SAL-LPT,"10,000",GROW,28.00,38
BN-1GALVIG-SAL-LPT,"30,000",SPACE,42.00,1
BN-1GALVIG-SAL-LPT,"30,000",SPACE,35.00,15
BN-1GALVIG-SAL-LPT,"30,000",SPACE,28.00,21
BN-1GALVIG-SAL-LPT,"30,000",SPACE,35.00,42
BN-1GALVIG-SAL-LSP,"10,000",GROW,63.00,1
BN-1GALVIG-SAL-LSP,"10,000",GROW,56.00,15
BN-1GALVIG-SAL-LSP,"10,000",GROW,49.00,21
BN-1GALVIG-SAL-LSP,"10,000",GROW,42.00,23
BN-1GALVIG-SAL-LSP,"10,000",GROW,49.00,35
BN-1GALVIG-SAL-LSP,"10,000",GROW,56.00,38
BN-1GALVIG-SAL-LSP,"10,000",GROW,63.00,42
BN-1GALVIG-SAL-MPT,"10,000",GROW,21.00,1
BN-1GALVIG-SAL-MPT,"10,000",GROW,28.00,15
BN-1GALVIG-SAL-MPT,"10,000",GROW,21.00,21
BN-1GALVIG-SAL-MPT,"10,000",GROW,28.00,35
BN-1GALVIG-SAL-MPT,"30,000",SPACE,35.00,1
BN-1GALVIG-SAL-MPT,"30,000",SPACE,21.00,15
BN-1GALVIG-SAL-MPT,"30,000",SPACE,28.00,42
BN-1GALVIG-SAL-MSP,"10,000",GROW,56.00,1
BN-1GALVIG-SAL-MSP,"10,000",GROW,49.00,15
BN-1GALVIG-SAL-MSP,"10,000",GROW,42.00,21
BN-1GALVIG-SAL-MSP,"10,000",GROW,49.00,35
BN-1GALVIG-SAL-MSP,"10,000",GROW,56.00,42
BN-1GALVIG-SAL-SPT,"10,000",GROW,21.00,1
BN-1GALVIG-SAL-SPT,"30,000",SPACE,28.00,1
BN-1GALVIG-SAL-SPT,"30,000",SPACE,21.00,21
BN-1GALVIG-SAL-SPT,"30,000",SPACE,28.00,35
BN-1GALVIG-SAL-SSP,"10,000",GROW,49.00,1
BN-1GALVIG-SAL-SSP,"10,000",GROW,42.00,21
BN-1GALVIG-SAL-SSP,"10,000",GROW,49.00,35
BN-1GALVIG-SNA-LPT,"10,000",GROW,28.00,1
BN-1GALVIG-SNA-LPT,"10,000",GROW,21.00,15
BN-1GALVIG-SNA-LPT,"10,000",GROW,28.00,42
BN-1GALVIG-SNA-LPT,"30,000",SPACE,28.00,1
BN-1GALVIG-SNA-LPT,"30,000",SPACE,21.00,23
BN-1GALVIG-SNA-LPT,"30,000",SPACE,28.00,37
BN-1GALVIG-SNA-LSP,"10,000",GROW,56.00,1
BN-1GALVIG-SNA-LSP,"10,000",GROW,49.00,15
BN-1GALVIG-SNA-LSP,"10,000",GROW,42.00,23
BN-1GALVIG-SNA-LSP,"10,000",GROW,49.00,37
BN-1GALVIG-SNA-LSP,"10,000",GROW,56.00,42
BN-1GALVIG-SNA-MPT,"10,000",GROW,21.00,1
BN-1GALVIG-SNA-MPT,"30,000",SPACE,28.00,1
BN-1GALVIG-SNA-MPT,"30,000",SPACE,21.00,15
BN-1GALVIG-SNA-MPT,"30,000",SPACE,28.00,42
BN-1GALVIG-SNA-MSP,"10,000",GROW,49.00,1
BN-1GALVIG-SNA-MSP,"10,000",GROW,42.00,15
BN-1GALVIG-SNA-MSP,"10,000",GROW,49.00,42
BN-1GALVIG-SNA-SPT,"10,000",GROW,21.00,1
BN-1GALVIG-SNA-SPT,"30,000",SPACE,21.00,1
BN-1GALVIG-SNA-SSP,"10,000",GROW,42.00,1
BN-1GALVIG-STO-LSP,"10,000",GROW,56.00,1
BN-1GALVIG-STO-LSP,"10,000",GROW,49.00,15
BN-1GALVIG-STO-LSP,"10,000",GROW,42.00,21
BN-1GALVIG-STO-LSP,"10,000",GROW,35.00,24
BN-1GALVIG-STO-LSP,"10,000",GROW,42.00,37
BN-1GALVIG-STO-LSP,"10,000",GROW,49.00,41
BN-1GALVIG-STO-LSP,"10,000",GROW,56.00,44
BN-1GALVIG-STO-MSP,"10,000",GROW,49.00,1
BN-1GALVIG-STO-MSP,"10,000",GROW,42.00,15
BN-1GALVIG-STO-MSP,"10,000",GROW,35.00,21
BN-1GALVIG-STO-MSP,"10,000",GROW,42.00,41
BN-1GALVIG-STO-MSP,"10,000",GROW,49.00,44
BN-1GALVIG-STO-SSP,"10,000",GROW,42.00,1
BN-1GALVIG-STO-SSP,"10,000",GROW,35.00,15
BN-1GALVIG-STO-SSP,"10,000",GROW,42.00,44
BN-209PANN-PAN-LSP,"10,000",GROW,70.00,1
BN-209PANN-PAN-LSP,"10,000",GROW,63.00,9
BN-209PANN-PAN-LSP,"10,000",GROW,56.00,13
BN-209PANN-PAN-LSP,"10,000",GROW,49.00,17
BN-209PANN-PAN-LSP,"10,000",GROW,42.00,21
BN-209PANN-PAN-LSP,"10,000",GROW,56.00,37
BN-209PANN-PAN-LSP,"10,000",GROW,63.00,41
BN-209PANN-PAN-LSP,"10,000",GROW,70.00,45
BN-209PANN-PAN-MSP,"10,000",GROW,63.00,1
BN-209PANN-PAN-MSP,"10,000",GROW,56.00,9
BN-209PANN-PAN-MSP,"10,000",GROW,49.00,13
BN-209PANN-PAN-MSP,"10,000",GROW,42.00,17
BN-209PANN-PAN-MSP,"10,000",GROW,49.00,37
BN-209PANN-PAN-MSP,"10,000",GROW,56.00,41
BN-209PANN-PAN-MSP,"10,000",GROW,63.00,45
BN-209PANN-PAN-SSP,"10,000",GROW,56.00,1
BN-209PANN-PAN-SSP,"10,000",GROW,49.00,9
BN-209PANN-PAN-SSP,"10,000",GROW,42.00,13
BN-209PANN-PAN-SSP,"10,000",GROW,49.00,41
BN-209PANN-PAN-SSP,"10,000",GROW,56.00,45
BN-20INWBX-COM-LPT,"10,000",GROW,28.00,1
BN-20INWBX-COM-LPT,"30,000",SPACE,42.00,1
BN-20INWBX-COM-LPT,"30,000",SPACE,35.00,15
BN-20INWBX-COM-LPT,"30,000",SPACE,28.00,23
BN-20INWBX-COM-LPT,"30,000",SPACE,35.00,37
BN-20INWBX-COM-LPT,"30,000",SPACE,42.00,42
BN-20INWBX-COM-LSP,"10,000",GROW,70.00,1
BN-20INWBX-COM-LSP,"10,000",GROW,63.00,15
BN-20INWBX-COM-LSP,"10,000",GROW,56.00,23
BN-20INWBX-COM-LSP,"10,000",GROW,63.00,37
BN-20INWBX-COM-LSP,"10,000",GROW,70.00,42
BN-20INWBX-COM-MPT,"10,000",GROW,28.00,1
BN-20INWBX-COM-MPT,"30,000",SPACE,35.00,1
BN-20INWBX-COM-MPT,"30,000",SPACE,28.00,15
BN-20INWBX-COM-MPT,"30,000",SPACE,35.00,42
BN-20INWBX-COM-MSP,"10,000",GROW,63.00,1
BN-20INWBX-COM-MSP,"10,000",GROW,56.00,15
BN-20INWBX-COM-MSP,"10,000",GROW,63.00,42
BN-20INWBX-COM-SPT,"10,000",GROW,21.00,1
BN-20INWBX-COM-SPT,"10,000",GROW,28.00,15
BN-20INWBX-COM-SPT,"10,000",GROW,21.00,42
BN-20INWBX-COM-SPT,"30,000",SPACE,35.00,1
BN-20INWBX-COM-SPT,"30,000",SPACE,28.00,15
BN-20INWBX-COM-SPT,"30,000",SPACE,35.00,42
BN-20INWBX-COM-SSP,"10,000",GROW,56.00,1
BN-2GALBLK-MON-LPT,"10,000",GROW,56.00,1
BN-2GALBLK-MON-LPT,"10,000",GROW,49.00,9
BN-2GALBLK-MON-LPT,"10,000",GROW,56.00,36
BN-2GALBLK-MON-LPT,"20,000",SPACE,112.00,1
BN-2GALBLK-MON-LPT,"20,000",SPACE,91.00,9
BN-2GALBLK-MON-LPT,"20,000",SPACE,112.00,36
BN-2GALHYD-HYD,"10,000",GROW,98.00,1
BN-2GALHYD-HYD,"10,000",GROW,84.00,17
BN-2GALHYD-HYD,"10,000",GROW,70.00,23
BN-2GALSNF-HEL-LPT,"10,000",GROW,21.00,1
BN-2GALSNF-HEL-LPT,"30,000",SPACE,49.00,1
BN-2GALSNF-HEL-LPT,"30,000",SPACE,42.00,15
BN-2GALSNF-HEL-LPT,"30,000",SPACE,35.00,21
BN-2GALSNF-HEL-LPT,"30,000",SPACE,28.00,23
BN-2GALSNF-HEL-LPT,"30,000",SPACE,42.00,37
BN-2GALSNF-HEL-LPT,"30,000",SPACE,49.00,42
BN-2GALSNF-HEL-LSP,"10,000",GROW,70.00,1
BN-2GALSNF-HEL-LSP,"10,000",GROW,63.00,15
BN-2GALSNF-HEL-LSP,"10,000",GROW,56.00,21
BN-2GALSNF-HEL-LSP,"10,000",GROW,49.00,23
BN-2GALSNF-HEL-LSP,"10,000",GROW,63.00,37
BN-2GALSNF-HEL-LSP,"10,000",GROW,70.00,42
BN-2GALSNF-HEL-MPT,"10,000",GROW,21.00,1
BN-2GALSNF-HEL-MPT,"30,000",SPACE,42.00,1
BN-2GALSNF-HEL-MPT,"30,000",SPACE,35.00,15
BN-2GALSNF-HEL-MPT,"30,000",SPACE,28.00,21
BN-2GALSNF-HEL-MPT,"30,000",SPACE,35.00,37
BN-2GALSNF-HEL-MPT,"30,000",SPACE,42.00,42
BN-2GALSNF-HEL-MSP,"10,000",GROW,63.00,1
BN-2GALSNF-HEL-MSP,"10,000",GROW,56.00,15
BN-2GALSNF-HEL-MSP,"10,000",GROW,49.00,21
BN-2GALSNF-HEL-MSP,"10,000",GROW,56.00,37
BN-2GALSNF-HEL-MSP,"10,000",GROW,63.00,42
BN-2GALSNF-HEL-SPT,"10,000",GROW,21.00,1
BN-2GALSNF-HEL-SPT,"30,000",SPACE,35.00,1
BN-2GALSNF-HEL-SPT,"30,000",SPACE,28.00,15
BN-2GALSNF-HEL-SPT,"30,000",SPACE,35.00,42
BN-2GALSNF-HEL-SSP,"10,000",GROW,56.00,1
BN-2GALSNF-HEL-SSP,"10,000",GROW,49.00,15
BN-2GALSNF-HEL-SSP,"10,000",GROW,56.00,42
BN-304PVEG-PEP-LSP,"10,000",GROW,35.00,1
BN-304PVEG-PEP-LSP,"10,000",GROW,28.00,23
BN-304PVEG-PEP-LSP,"10,000",GROW,35.00,33
BN-304PVEG-TOM-LSP,"10,000",GROW,28.00,1
BN-304PVEG-TOM-LSP,"10,000",GROW,21.00,17
BN-304PWAV-PET-LSP,"10,000",GROW,56.00,1
BN-304PWAV-PET-LSP,"10,000",GROW,49.00,15
BN-304PWAV-PET-LSP,"10,000",GROW,42.00,21
BN-304PWAV-PET-LSP,"10,000",GROW,28.00,23
BN-304PWAV-PET-LSP,"10,000",GROW,49.00,37
BN-304PWAV-PET-LSP,"10,000",GROW,56.00,42
BN-304PWAV-PET-MSP,"10,000",GROW,49.00,1
BN-304PWAV-PET-MSP,"10,000",GROW,42.00,15
BN-304PWAV-PET-MSP,"10,000",GROW,35.00,21
BN-304PWAV-PET-MSP,"10,000",GROW,28.00,23
BN-304PWAV-PET-MSP,"10,000",GROW,42.00,37
BN-304PWAV-PET-MSP,"10,000",GROW,49.00,42
BN-304PWAV-PET-SSP,"10,000",GROW,42.00,1
BN-304PWAV-PET-SSP,"10,000",GROW,35.00,15
BN-304PWAV-PET-SSP,"10,000",GROW,28.00,21
BN-304PWAV-PET-SSP,"10,000",GROW,35.00,37
BN-304PWAV-PET-SSP,"10,000",GROW,42.00,42
BN-306PANN-ALY-LSP,"10,000",GROW,42.00,1
BN-306PANN-ALY-LSP,"10,000",GROW,35.00,15
BN-306PANN-ALY-LSP,"10,000",GROW,28.00,23
BN-306PANN-ALY-LSP,"10,000",GROW,35.00,35
BN-306PANN-ALY-LSP,"10,000",GROW,42.00,41
BN-306PANN-ALY-MSP,"10,000",GROW,35.00,1
BN-306PANN-ALY-MSP,"10,000",GROW,28.00,15
BN-306PANN-ALY-MSP,"10,000",GROW,35.00,35
BN-306PANN-ALY-SSP,"10,000",GROW,28.00,1
BN-306PANN-BEG-LSP,"10,000",GROW,49.00,1
BN-306PANN-BEG-LSP,"10,000",GROW,42.00,15
BN-306PANN-BEG-LSP,"10,000",GROW,28.00,20
BN-306PANN-BEG-LSP,"10,000",GROW,35.00,35
BN-306PANN-BEG-LSP,"10,000",GROW,42.00,37
BN-306PANN-BEG-LSP,"10,000",GROW,49.00,42
BN-306PANN-BEG-MSP,"10,000",GROW,42.00,1
BN-306PANN-BEG-MSP,"10,000",GROW,35.00,15
BN-306PANN-BEG-MSP,"10,000",GROW,28.00,20
BN-306PANN-BEG-MSP,"10,000",GROW,35.00,35
BN-306PANN-BEG-MSP,"10,000",GROW,42.00,42
BN-306PANN-BEG-SSP,"10,000",GROW,35.00,1
BN-306PANN-BEG-SSP,"10,000",GROW,28.00,15
BN-306PANN-BEG-SSP,"10,000",GROW,35.00,42
BN-306PANN-CEL-LSP,"10,000",GROW,49.00,1
BN-306PANN-CEL-LSP,"10,000",GROW,42.00,15
BN-306PANN-CEL-LSP,"10,000",GROW,28.00,20
BN-306PANN-CEL-LSP,"10,000",GROW,35.00,35
BN-306PANN-CEL-LSP,"10,000",GROW,42.00,37
BN-306PANN-CEL-LSP,"10,000",GROW,49.00,42
BN-306PANN-CEL-MSP,"10,000",GROW,42.00,1
BN-306PANN-CEL-MSP,"10,000",GROW,35.00,15
BN-306PANN-CEL-MSP,"10,000",GROW,28.00,20
BN-306PANN-CEL-MSP,"10,000",GROW,35.00,35
BN-306PANN-CEL-MSP,"10,000",GROW,42.00,42
BN-306PANN-CEL-SSP,"10,000",GROW,35.00,1
BN-306PANN-CEL-SSP,"10,000",GROW,28.00,15
BN-306PANN-CEL-SSP,"10,000",GROW,35.00,42
BN-306PANN-COL-LSP,"10,000",GROW,42.00,1
BN-306PANN-COL-LSP,"10,000",GROW,35.00,15
BN-306PANN-COL-LSP,"10,000",GROW,21.00,23
BN-306PANN-COL-LSP,"10,000",GROW,35.00,37
BN-306PANN-COL-LSP,"10,000",GROW,42.00,42
BN-306PANN-COL-MSP,"10,000",GROW,35.00,1
BN-306PANN-COL-MSP,"10,000",GROW,28.00,15
BN-306PANN-COL-MSP,"10,000",GROW,21.00,23
BN-306PANN-COL-MSP,"10,000",GROW,28.00,37
BN-306PANN-COL-MSP,"10,000",GROW,35.00,42
BN-306PANN-COL-SSP,"10,000",GROW,28.00,1
BN-306PANN-COL-SSP,"10,000",GROW,21.00,15
BN-306PANN-COL-SSP,"10,000",GROW,28.00,42
BN-306PANN-DUS-LSP,"10,000",GROW,49.00,1
BN-306PANN-DUS-LSP,"10,000",GROW,42.00,15
BN-306PANN-DUS-LSP,"10,000",GROW,35.00,23
BN-306PANN-DUS-LSP,"10,000",GROW,42.00,35
BN-306PANN-DUS-LSP,"10,000",GROW,49.00,41
BN-306PANN-DUS-MSP,"10,000",GROW,42.00,1
BN-306PANN-DUS-MSP,"10,000",GROW,35.00,15
BN-306PANN-DUS-MSP,"10,000",GROW,42.00,35
BN-306PANN-DUS-SSP,"10,000",GROW,35.00,1
BN-306PANN-IMP-LSP,"10,000",GROW,49.00,1
BN-306PANN-IMP-LSP,"10,000",GROW,42.00,15
BN-306PANN-IMP-LSP,"10,000",GROW,35.00,18
BN-306PANN-IMP-LSP,"10,000",GROW,21.00,21
BN-306PANN-IMP-LSP,"10,000",GROW,42.00,37
BN-306PANN-IMP-LSP,"10,000",GROW,49.00,42
BN-306PANN-IMP-MSP,"10,000",GROW,42.00,1
BN-306PANN-IMP-MSP,"10,000",GROW,35.00,15
BN-306PANN-IMP-MSP,"10,000",GROW,28.00,18
BN-306PANN-IMP-MSP,"10,000",GROW,21.00,21
BN-306PANN-IMP-MSP,"10,000",GROW,35.00,37
BN-306PANN-IMP-MSP,"10,000",GROW,42.00,42
BN-306PANN-IMP-SSP,"10,000",GROW,35.00,1
BN-306PANN-IMP-SSP,"10,000",GROW,28.00,15
BN-306PANN-IMP-SSP,"10,000",GROW,21.00,18
BN-306PANN-IMP-SSP,"10,000",GROW,28.00,37
BN-306PANN-IMP-SSP,"10,000",GROW,35.00,42
BN-306PANN-MAR-LSP,"10,000",GROW,42.00,1
BN-306PANN-MAR-LSP,"10,000",GROW,35.00,15
BN-306PANN-MAR-LSP,"10,000",GROW,28.00,18
BN-306PANN-MAR-LSP,"10,000",GROW,21.00,21
BN-306PANN-MAR-LSP,"10,000",GROW,35.00,37
BN-306PANN-MAR-LSP,"10,000",GROW,42.00,42
BN-306PANN-MAR-MSP,"10,000",GROW,35.00,1
BN-306PANN-MAR-MSP,"10,000",GROW,28.00,15
BN-306PANN-MAR-MSP,"10,000",GROW,21.00,20
BN-306PANN-MAR-MSP,"10,000",GROW,28.00,37
BN-306PANN-MAR-MSP,"10,000",GROW,35.00,42
BN-306PANN-MAR-SSP,"10,000",GROW,28.00,1
BN-306PANN-MAR-SSP,"10,000",GROW,21.00,15
BN-306PANN-MAR-SSP,"10,000",GROW,28.00,42
BN-306PANN-PAN-KY1SP,"10,000",GROW,49.00,1
BN-306PANN-PAN-KY1SP,"10,000",GROW,42.00,9
BN-306PANN-PAN-KY1SP,"10,000",GROW,35.00,13
BN-306PANN-PAN-KY1SP,"10,000",GROW,28.00,17
BN-306PANN-PAN-KY1SP,"10,000",GROW,35.00,35
BN-306PANN-PAN-KY1SP,"10,000",GROW,42.00,41
BN-306PANN-PAN-KY1SP,"10,000",GROW,49.00,46
BN-306PANN-PAN-KY1SP,"10,000",GROW,56.00,51
BN-306PANN-PAN-LSP,"10,000",GROW,63.00,1
BN-306PANN-PAN-LSP,"10,000",GROW,56.00,9
BN-306PANN-PAN-LSP,"10,000",GROW,49.00,13
BN-306PANN-PAN-LSP,"10,000",GROW,42.00,17
BN-306PANN-PAN-LSP,"10,000",GROW,35.00,19
BN-306PANN-PAN-LSP,"10,000",GROW,42.00,37
BN-306PANN-PAN-LSP,"10,000",GROW,49.00,41
BN-306PANN-PAN-LSP,"10,000",GROW,56.00,43
BN-306PANN-PAN-LSP,"10,000",GROW,63.00,46
BN-306PANN-PAN-MSP,"10,000",GROW,56.00,1
BN-306PANN-PAN-MSP,"10,000",GROW,49.00,9
BN-306PANN-PAN-MSP,"10,000",GROW,42.00,13
BN-306PANN-PAN-MSP,"10,000",GROW,35.00,17
BN-306PANN-PAN-MSP,"10,000",GROW,42.00,41
BN-306PANN-PAN-MSP,"10,000",GROW,49.00,43
BN-306PANN-PAN-MSP,"10,000",GROW,56.00,46
BN-306PANN-PAN-SSP,"10,000",GROW,49.00,1
BN-306PANN-PAN-SSP,"10,000",GROW,42.00,9
BN-306PANN-PAN-SSP,"10,000",GROW,35.00,13
BN-306PANN-PAN-SSP,"10,000",GROW,42.00,43
BN-306PANN-PAN-SSP,"10,000",GROW,49.00,46
BN-306PANN-PAN-VA7SP,"10,000",GROW,56.00,1
BN-306PANN-PAN-VA7SP,"10,000",GROW,49.00,9
